id,modern,unicode,traditional_or_variants,traditional_unicode,pinyin,radical,stroke_count,entering_tone,rhyme_group,dictionary_basis,dictionary_source_work,dictionary_source_note,dictionary_gloss,dictionary_annotation,original_meaning,modern_meanings,review_notes
061,母,U+6BCD,母,,mu3,母,5,no,厚韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,母亲|雌性的|产生或养育事物的来源|母体,母：现代主要用于表示母亲；雌性的；产生或养育事物的来源；母体。常见用法如：母亲、父母、母子、母语、母校。,母亲。,母亲|雌性的|产生或养育事物的来源|母体,母与女的形体关系清楚，具体说文训释需与现代字源解释分层。
062,兄,U+5144,兄,,xiong1,儿,5,no,庚韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,哥哥|兄长|朋友间男性称谓,兄：现代主要用于表示哥哥；兄长；朋友间男性称谓。常见用法如：兄弟、兄长、兄妹、仁兄、师兄。,兄长，同父母或同族同辈中年长的男子。,哥哥|兄长|朋友间男性称谓,兄的口部构意存在多说，第一版仅保守处理为称谓字。
063,弟,U+5F1F,弟,,di4,弓,7,no,荠韵、霁韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,弟弟|同辈中年幼男子|门生或后辈|自谦称,弟：现代主要用于表示弟弟；同辈中年幼男子；门生或后辈；自谦称。常见用法如：弟弟、兄弟、子弟、师弟、弟子。,同辈中年幼的男子，具体字源需复核。,弟弟|同辈中年幼男子|门生或后辈|自谦称,弟与第、悌存在音义关系，后续应作为次序/宗法字组处理。
064,祖,U+7956,祖,,zu3,礻,9,no,姥韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,祖先|开创者|事业或学派源头|祖国相关构词,祖：现代主要用于表示祖先；开创者；事业或学派源头；祖国相关构词。常见用法如：祖先、祖父、祖宗、祖国、鼻祖。,祖庙或祖先神主。,祖先|开创者|事业或学派源头|祖国相关构词,祖的宗庙义是理解宗法系统的关键，应与宗、庙、示部联动。
065,宗,U+5B97,宗,,zong1,宀,8,no,冬韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,祖宗|宗族|宗派|根本或主要|量词,宗：现代主要用于表示祖宗；宗族；宗派；根本或主要；量词。常见用法如：祖宗、宗族、宗教、宗旨、一宗案。,宗庙，祭祀祖先之所。,祖宗|宗族|宗派|根本或主要|量词,宗的宗教现代义应区别于古代宗庙、宗族义。
066,家,U+5BB6,家,,jia1|jia|jie,宀,10,no,麻韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,家庭|住所|从事某种专门活动的人|学派|量词,家：现代主要用于表示家庭；住所；从事某种专门活动的人；学派；量词。常见用法如：家庭、国家、家人、专家、作家。,家庭住所或定居生活单位。,家庭|住所|从事某种专门活动的人|学派|量词,家从宀豕的民俗解释流行，但具体声符关系需复核。
067,族,U+65CF,族,,zu2,方,11,yes,屋韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,家族|民族|种类|有共同属性的人群,族：现代主要用于表示家族；民族；种类；有共同属性的人群。常见用法如：民族、家族、族人、种族、水族。,同族群体或聚众单位，具体构形需复核。,家族|民族|种类|有共同属性的人群,族的字形和本义解释争议较多，需结合甲金文材料重核。
068,兵,U+5175,兵,,bing1,八,7,no,庚韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,士兵|军队|兵器|军事或战争,兵：现代主要用于表示士兵；军队；兵器；军事或战争。常见用法如：士兵、兵器、兵法、兵力、当兵。,兵器。,士兵|军队|兵器|军事或战争,兵与斤、戈、矛等武器字需建立战争工具网络。
069,戈,U+6208,戈,,ge1,戈,4,no,戈韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,古代兵器|战争或武力象征|戈部字义部件,戈：现代主要用于表示古代兵器；战争或武力象征；戈部字义部件。常见用法如：干戈、戈壁、倒戈、挥戈、金戈铁马。,古代长柄横刃兵器。,古代兵器|战争或武力象征|戈部字义部件,戈是国、战、武等字的关键武器部件。
070,武,U+6B66,武,,wu3,止,8,no,麌韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,武力|军事|武艺|勇猛|与文相对的类别,武：现代主要用于表示武力；军事；武艺；勇猛；与文相对的类别。常见用法如：武力、武器、武术、文武、威武。,军事行动或武力。,武力|军事|武艺|勇猛|与文相对的类别,“止戈为武”是经典训释，但字形也可理解为持戈而行，需分层呈现。
071,战,U+6218,戰,U+6230,zhan4,戈,9,no,线韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,战争|战斗|比赛或斗争|发抖,战：现代主要用于表示战争；战斗；比赛或斗争；发抖。常见用法如：战争、战斗、战士、挑战、战栗。,战争、战斗。,战争|战斗|比赛或斗争|发抖,战/戰繁简差异较大，需在字形链中补充图像。
072,邦,U+90A6,邦,,bang1,阝,6,no,江韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,国家|国土|国与国之间的关系,邦：现代主要用于表示国家；国土；国与国之间的关系。常见用法如：邦国、联邦、邦交、邻邦、安邦。,古代诸侯国或政治地域。,国家|国土|国与国之间的关系,邦、国、邑语义相近，后续应建立政治空间层级关系。
073,邑,U+9091,邑,,yi4,邑,7,yes,缉韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,城镇|古代封地或县邑|邑部字义部件,邑：现代主要用于表示城镇；古代封地或县邑；邑部字义部件。常见用法如：城邑、都邑、采邑、邑人、食邑。,城邑、聚落。,城镇|古代封地或县邑|邑部字义部件,邑与右阝是地名、邦国、城市字的重要部件。
