id,modern,unicode,traditional_or_variants,traditional_unicode,pinyin,radical,stroke_count,entering_tone,rhyme_group,dictionary_basis,dictionary_source_work,dictionary_source_note,dictionary_gloss,dictionary_annotation,original_meaning,modern_meanings,review_notes
061,母,U+6BCD,母,,mu3,母,5,no,厚韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,母亲|雌性的|产生或养育事物的来源|母体,母：现代主要用于表示母亲；雌性的；产生或养育事物的来源；母体。常见用法如：母亲、父母、母子、母语、母校。,母亲。,母亲|雌性的|产生或养育事物的来源|母体,母与女的形体关系清楚，具体说文训释需与现代字源解释分层。
062,兄,U+5144,兄,,xiong1,儿,5,no,庚韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,哥哥|兄长|朋友间男性称谓,兄：现代主要用于表示哥哥；兄长；朋友间男性称谓。常见用法如：兄弟、兄长、兄妹、仁兄、师兄。,兄长，同父母或同族同辈中年长的男子。,哥哥|兄长|朋友间男性称谓,兄的口部构意存在多说，第一版仅保守处理为称谓字。
063,弟,U+5F1F,弟,,di4,弓,7,no,荠韵、霁韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,弟弟|同辈中年幼男子|门生或后辈|自谦称,弟：现代主要用于表示弟弟；同辈中年幼男子；门生或后辈；自谦称。常见用法如：弟弟、兄弟、子弟、师弟、弟子。,同辈中年幼的男子，具体字源需复核。,弟弟|同辈中年幼男子|门生或后辈|自谦称,弟与第、悌存在音义关系，后续应作为次序/宗法字组处理。
064,祖,U+7956,祖,,zu3,礻,9,no,姥韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,祖先|开创者|事业或学派源头|祖国相关构词,祖：现代主要用于表示祖先；开创者；事业或学派源头；祖国相关构词。常见用法如：祖先、祖父、祖宗、祖国、鼻祖。,祖庙或祖先神主。,祖先|开创者|事业或学派源头|祖国相关构词,祖的宗庙义是理解宗法系统的关键，应与宗、庙、示部联动。
065,宗,U+5B97,宗,,zong1,宀,8,no,冬韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,祖宗|宗族|宗派|根本或主要|量词,宗：现代主要用于表示祖宗；宗族；宗派；根本或主要；量词。常见用法如：祖宗、宗族、宗教、宗旨、一宗案。,宗庙，祭祀祖先之所。,祖宗|宗族|宗派|根本或主要|量词,宗的宗教现代义应区别于古代宗庙、宗族义。
066,家,U+5BB6,家,,jia1|jia|jie,宀,10,no,麻韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,家庭|住所|从事某种专门活动的人|学派|量词,家：现代主要用于表示家庭；住所；从事某种专门活动的人；学派；量词。常见用法如：家庭、国家、家人、专家、作家。,家庭住所或定居生活单位。,家庭|住所|从事某种专门活动的人|学派|量词,家从宀豕的民俗解释流行，但具体声符关系需复核。
067,族,U+65CF,族,,zu2,方,11,yes,屋韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,家族|民族|种类|有共同属性的人群,族：现代主要用于表示家族；民族；种类；有共同属性的人群。常见用法如：民族、家族、族人、种族、水族。,同族群体或聚众单位，具体构形需复核。,家族|民族|种类|有共同属性的人群,族的字形和本义解释争议较多，需结合甲金文材料重核。
068,兵,U+5175,兵,,bing1,八,7,no,庚韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,士兵|军队|兵器|军事或战争,兵：现代主要用于表示士兵；军队；兵器；军事或战争。常见用法如：士兵、兵器、兵法、兵力、当兵。,兵器。,士兵|军队|兵器|军事或战争,兵与斤、戈、矛等武器字需建立战争工具网络。
069,戈,U+6208,戈,,ge1,戈,4,no,戈韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,古代兵器|战争或武力象征|戈部字义部件,戈：现代主要用于表示古代兵器；战争或武力象征；戈部字义部件。常见用法如：干戈、戈壁、倒戈、挥戈、金戈铁马。,古代长柄横刃兵器。,古代兵器|战争或武力象征|戈部字义部件,戈是国、战、武等字的关键武器部件。
070,武,U+6B66,武,,wu3,止,8,no,麌韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,武力|军事|武艺|勇猛|与文相对的类别,武：现代主要用于表示武力；军事；武艺；勇猛；与文相对的类别。常见用法如：武力、武器、武术、文武、威武。,军事行动或武力。,武力|军事|武艺|勇猛|与文相对的类别,“止戈为武”是经典训释，但字形也可理解为持戈而行，需分层呈现。
071,战,U+6218,戰,U+6230,zhan4,戈,9,no,线韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,战争|战斗|比赛或斗争|发抖,战：现代主要用于表示战争；战斗；比赛或斗争；发抖。常见用法如：战争、战斗、战士、挑战、战栗。,战争、战斗。,战争|战斗|比赛或斗争|发抖,战/戰繁简差异较大，需在字形链中补充图像。
072,邦,U+90A6,邦,,bang1,阝,6,no,江韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,国家|国土|国与国之间的关系,邦：现代主要用于表示国家；国土；国与国之间的关系。常见用法如：邦国、联邦、邦交、邻邦、安邦。,古代诸侯国或政治地域。,国家|国土|国与国之间的关系,邦、国、邑语义相近，后续应建立政治空间层级关系。
073,邑,U+9091,邑,,yi4,邑,7,yes,缉韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,城镇|古代封地或县邑|邑部字义部件,邑：现代主要用于表示城镇；古代封地或县邑；邑部字义部件。常见用法如：城邑、都邑、采邑、邑人、食邑。,城邑、聚落。,城镇|古代封地或县邑|邑部字义部件,邑与右阝是地名、邦国、城市字的重要部件。
074,行,U+884C,行,,xing2|hang2|hang4|heng2,行,6,no,庚韵、唐韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,走或行动|实行|行业|行列|可以或能干,行：现代主要用于表示走或行动；实行；行业；行列；可以或能干。常见用法如：行动、行走、银行、行业、不行。,道路。,走或行动|实行|行业|行列|可以或能干,行是多音多义核心字，应后续拆成道路义、动作义、行业义、许可义。
075,走,U+8D70,走,,zou3,走,7,no,厚韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,行走|离开|移动或运行|经过某路线|趋向变化,走：现代主要用于表示行走；离开；移动或运行；经过某路线；趋向变化。常见用法如：走路、走开、走动、行走、出走。,跑、奔走。,行走|离开|移动或运行|经过某路线|趋向变化,古代“走”多为跑，现代“走”多为步行，是古今义位变化的重点样板。
076,跑,U+8DD1,跑,,pao3|pao2,足,12,no,肴韵一类，待复核,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,奔跑|逃离|为某事奔走|物体漏出或偏离,跑：现代主要用于表示奔跑；逃离；为某事奔走；物体漏出或偏离。常见用法如：跑步、奔跑、逃跑、跑腿、跑题。,足部动作，后专指奔跑。,奔跑|逃离|为某事奔走|物体漏出或偏离,跑的古义与现代义不完全等同，需后续用韵书和早期文献补证。
077,飞,U+98DE,飛,U+98DB,fei1,飞,3,no,微韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,飞行|快速移动|飘扬|传播|意外或凭空,飞：现代主要用于表示飞行；快速移动；飘扬；传播；意外或凭空。常见用法如：飞翔、飞机、飞快、飞扬、飞来横祸。,鸟飞。,飞行|快速移动|飘扬|传播|意外或凭空,飞/飛繁简差异大，应在图像层展示简化过程。
078,止,U+6B62,止,,zhi3,止,4,no,止韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,停止|阻止|截止|仅仅或只,止：现代主要用于表示停止；阻止；截止；仅仅或只。常见用法如：停止、禁止、止步、为止、不止。,脚、足迹或脚趾。,停止|阻止|截止|仅仅或只,止的本形为足迹，现代停止义是关键引申，需和足、走、步连读。
079,立,U+7ACB,立,,li4,立,5,yes,缉韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,站立|竖起|建立|成立|立刻,立：现代主要用于表示站立；竖起；建立；成立；立刻。常见用法如：站立、成立、立场、立即、建立。,站立。,站立|竖起|建立|成立|立刻,立是从身体姿态到制度建立的典型抽象化字。
080,坐,U+5750,坐,,zuo4,土,7,no,过韵、果韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,坐下|乘坐|建筑物位置|因某事而获罪或受牵连|不劳动而享有,坐：现代主要用于表示坐下；乘坐；建筑物位置；因某事而获罪或受牵连；不劳动而享有。常见用法如：坐下、坐车、坐落、坐牢、坐享其成。,席地而坐。,坐下|乘坐|建筑物位置|因某事而获罪或受牵连|不劳动而享有,坐的法律义“坐罪”和姿态义应分义处理。
081,卧,U+5367,臥,U+81E5,wo4,卜,8,no,过韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,躺下|睡觉|横放|潜伏|卧室相关,卧：现代主要用于表示躺下；睡觉；横放；潜伏；卧室相关。常见用法如：卧室、卧倒、卧病、卧铺、卧底。,躺卧。,躺下|睡觉|横放|潜伏|卧室相关,卧/臥简繁结构差异大，现代简体部首归类和字源构形需分开说明。
082,视,U+89C6,視,U+8996,shi4,见,8,no,纸韵、寘韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,看|看待|考察|比照|视觉相关,视：现代主要用于表示看；看待；考察；比照；视觉相关。常见用法如：视觉、视力、重视、视察、电视。,看、察看。,看|看待|考察|比照|视觉相关,视与见、看、目系统相关，后续应建立视觉动词组。
083,听,U+542C,聽,U+807D,ting1,口,7,no,青韵、径韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,听见|听从|听任|审理或裁断|听觉活动,听：现代主要用于表示听见；听从；听任；审理或裁断；听觉活动。常见用法如：听见、听话、听从、听力、听证。,用耳接受声音。,听见|听从|听任|审理或裁断|听觉活动,听/聽简繁关系复杂，简体“听”的历史用法需单列复核。
084,言,U+8A00,言,,yan2,言,7,no,元韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,说话|话语|字句|言论|言部构字部件,言：现代主要用于表示说话；话语；字句；言论；言部构字部件。常见用法如：语言、言语、发言、名言、言论。,说话，表达。,说话|话语|字句|言论|言部构字部件,言和语需要作为言语系统的两个基础层级并读。
085,语,U+8BED,語,U+8A9E,yu3|yu4,讠,9,no,语韵、御韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,话|语言|说|语句或语法单位,语：现代主要用于表示话；语言；说；语句或语法单位。常见用法如：语言、语文、语气、外语、语法。,谈论、言语。,话|语言|说|语句或语法单位,语的现代学科义和古代论难/告诉义应分层。
086,作,U+4F5C,作,,zuo4|zuo1,亻,7,yes,铎韵、暮韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,做|创作|当作|发作|装作,作：现代主要用于表示做；创作；当作；发作；装作。常见用法如：工作、作文、作为、创作、作业。,兴起、开始做事。,做|创作|当作|发作|装作,作有入声和去声层次，现代 zuo1 口语义需另列。
087,用,U+7528,用,,yong4,用,5,no,用韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,使用|功用|费用|需要|任用或采用,用：现代主要用于表示使用；功用；费用；需要；任用或采用。常见用法如：使用、作用、费用、用户、不用。,使用、施用，具体字源待复核。,使用|功用|费用|需要|任用或采用,用的形源解释分歧较大，第一版保守处理为功能/施行核心字。
088,吃,U+5403,吃|喫,,chi1|ji2,口,6,yes,迄韵一类,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,进食|吸收或消耗|承受|依靠某物生活|受骗或受损,吃：现代主要用于表示进食；吸收或消耗；承受；依靠某物生活；受骗或受损。常见用法如：吃饭、吃苦、吃亏、吃力、吃水。,口吃、言语结涩，进食义需结合“喫”等字考察。,进食|吸收或消耗|承受|依靠某物生活|受骗或受损,吃的现代义和古义差距很大，是古今词义替换的重要样板。
089,拿,U+62FF,拿|拏,,na2,手,10,no,麻韵一类，待复核,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,用手取|抓捕|掌握|用某种方式对待|刁难,拿：现代主要用于表示用手取；抓捕；掌握；用某种方式对待；刁难。常见用法如：拿走、拿来、捉拿、拿手、拿主意。,用手取物，具体字源待复核。,用手取|抓捕|掌握|用某种方式对待|刁难,拿是现代高频口语动词，但历史层资料需补强。
090,放,U+653E,放,,fang4,攵,8,no,漾韵、养韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,放置|释放|发出|开放|放任,放：现代主要用于表示放置；释放；发出；开放；放任。常见用法如：放下、释放、开放、放学、放心。,驱逐、放逐。,放置|释放|发出|开放|放任,放的“放置”义和“放逐/释放”义应分层，现代用法扩展很大。
091,宫,U+5BAB,宮,U+5BAE,gong1,宀,9,no,东韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,宫殿|宫廷|庙宇或文化建筑|身体腔室|五音之一,宫：现代主要用于表示宫殿；宫廷；庙宇或文化建筑；身体腔室；五音之一。常见用法如：宫殿、故宫、宫廷、子宫、宫商。,房屋、居室群。,宫殿|宫廷|庙宇或文化建筑|身体腔室|五音之一,宫本义较宽，后世才强烈宫廷化；需与室、宅、家分层。
092,室,U+5BA4,室,,shi4,宀,9,yes,质韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,房间|机关学校等内部单位|家或妻室|墓室等封闭空间,室：现代主要用于表示房间；机关学校等内部单位；家或妻室；墓室等封闭空间。常见用法如：教室、室内、办公室、卧室、家室。,房屋内部空间。,房间|机关学校等内部单位|家或妻室|墓室等封闭空间,室的家庭义和现代机构房间义需分层。
093,宅,U+5B85,宅,,zhai2,宀,6,yes,陌韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,住宅|居住|家宅|长期待在家中的状态,宅：现代主要用于表示住宅；居住；家宅；长期待在家中的状态。常见用法如：住宅、宅院、家宅、宅基地、宅男。,住所、居处。,住宅|居住|家宅|长期待在家中的状态,现代网络义“宅”应作为很晚近引申，不进入古义主线。
094,户,U+6237,戶|户,U+6236,hu4,户,4,no,姥韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,门|住户|家庭单位|账户|门第,户：现代主要用于表示门；住户；家庭单位；账户；门第。常见用法如：门户、住户、户口、账户、千家万户。,单扇门。,门|住户|家庭单位|账户|门第,户与门的单扇/双扇区分是居所字组的关键。
095,门,U+95E8,門,U+9580,men2,门,3,no,魂韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,门|出入口|种类|门派或学派|途径,门：现代主要用于表示门；出入口；种类；门派或学派；途径。常见用法如：大门、门口、部门、门类、门路。,双扇门。,门|出入口|种类|门派或学派|途径,门/門繁简差异明确，门部字需统一映射。
096,车,U+8F66,車,U+8ECA,che1|ju1,车,4,no,麻韵、鱼韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,车辆|机器部件或车床|象棋棋子|用车加工,车：现代主要用于表示车辆；机器部件或车床；象棋棋子；用车加工。常见用法如：汽车、火车、车轮、车站、车床。,有轮的交通工具。,车辆|机器部件或车床|象棋棋子|用车加工,车的 ju1 读音主要见棋子等，需在音义字段分流。
097,舟,U+821F,舟,,zhou1,舟,6,no,尤韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,船|水上交通工具|舟部字义部件,舟：现代主要用于表示船；水上交通工具；舟部字义部件。常见用法如：小舟、舟船、龙舟、轻舟、刻舟求剑。,船。,船|水上交通工具|舟部字义部件,舟和船、舶等后起字应作为水上交通小组整理。
098,器,U+5668,器,,qi4,口,16,no,至韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,器具|器械|器官|人的才能或度量|重视,器：现代主要用于表示器具；器械；器官；人的才能或度量；重视。常见用法如：机器、器官、武器、乐器、器重。,器皿、用具。,器具|器械|器官|人的才能或度量|重视,器的构形解释传统色彩较强，需配合甲金文字形复核。
099,皿,U+76BF,皿,,min3,皿,5,no,梗韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,器皿|容器|皿部字义部件,皿：现代主要用于表示器皿；容器；皿部字义部件。常见用法如：器皿、皿器、皿部。,盛食物或液体的器具。,器皿|容器|皿部字义部件,皿现代单字不高频，但作为部件极重要。
100,刀,U+5200,刀,,dao1,刀,2,no,豪韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,刀具|兵器|刀形工具|量词|刀部字义部件,刀：现代主要用于表示刀具；兵器；刀形工具；量词；刀部字义部件。常见用法如：小刀、菜刀、刀剑、刀片、一刀纸。,刀具。,刀具|兵器|刀形工具|量词|刀部字义部件,刀与刂旁需建立部件映射。
101,弓,U+5F13,弓,,gong1,弓,3,no,东韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,弓|弓形物|弯曲|弓部字义部件,弓：现代主要用于表示弓；弓形物；弯曲；弓部字义部件。常见用法如：弓箭、弯弓、弓形、弹弓、弓背。,弓，射箭工具。,弓|弓形物|弯曲|弓部字义部件,弓与矢、射、张等字后续应组成武器/运动小组。
102,衣,U+8863,衣,,yi1|yi4,衣,6,no,微韵、未韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,衣服|穿衣|覆盖物|衣部字义部件,衣：现代主要用于表示衣服；穿衣；覆盖物；衣部字义部件。常见用法如：衣服、上衣、衣食、穿衣、雨衣。,衣服。,衣服|穿衣|覆盖物|衣部字义部件,衣的名词 yi1 与动词 yi4 需在后续音义层分开。
103,食,U+98DF,食,,shi2|si4|yi4,食,9,yes,职韵、志韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,食物|吃|供养|食粮|天体被遮蔽,食：现代主要用于表示食物；吃；供养；食粮；天体被遮蔽。常见用法如：食物、食品、饮食、粮食、日食。,食物、吃饭。,食物|吃|供养|食粮|天体被遮蔽,食多音多义，si4 饲养义、yi4 人名古读需另列。
104,井,U+4E95,井,,jing3,二,4,no,静韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,水井|井状物|整齐|矿井等深洞,井：现代主要用于表示水井；井状物；整齐；矿井等深洞。常见用法如：水井、井口、矿井、井然、井田。,水井。,水井|井状物|整齐|矿井等深洞,井的字形源头与井田制度解释需分开。
105,床,U+5E8A,床|牀,,chuang2,广,7,no,阳韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,睡床|床位|器物底架|像床一样的承托面,床：现代主要用于表示睡床；床位；器物底架；像床一样的承托面。常见用法如：床铺、起床、病床、河床、机床。,供人坐卧的木制家具。,睡床|床位|器物底架|像床一样的承托面,床/牀关系需在繁异体字段长期保留。
106,鼎,U+9F0E,鼎,,ding3,鼎,12,no,迥韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,古代礼器或炊器|重大或显赫|鼎立|鼎盛,鼎：现代主要用于表示古代礼器或炊器；重大或显赫；鼎立；鼎盛。常见用法如：鼎盛、问鼎、鼎立、大名鼎鼎、钟鼎。,古代烹煮或祭祀用的三足两耳器。,古代礼器或炊器|重大或显赫|鼎立|鼎盛,鼎的礼制和权力象征义很强，后续应与王、国、宗庙系统关联。
107,网,U+7F51,网|網,U+7DB2,wang3,网,6,no,养韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,网具|网状结构|捕捉或笼罩|网络|互联网,网：现代主要用于表示网具；网状结构；捕捉或笼罩；网络；互联网。常见用法如：渔网、网络、上网、网球、法网。,绳线编成的捕捉工具。,网具|网状结构|捕捉或笼罩|网络|互联网,网/網和现代互联网义跨度大，是新义扩展的好样板。
108,一,U+4E00,一,,yi1,一,1,yes,质韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,数字一|同一|统一|全或满|表示动作短暂,一：现代主要用于表示数字一；同一；统一；全或满；表示动作短暂。常见用法如：一个、一起、统一、一定、一会儿。,数字一。,数字一|同一|统一|全或满|表示动作短暂,一的现代变调需后续在现代音系层单列。
109,二,U+4E8C,二,,er4,二,2,no,至韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,数字二|第二|两样或不一致|不专一,二：现代主要用于表示数字二；第二；两样或不一致；不专一。常见用法如：二人、第二、二月、二心、二手。,数字二。,数字二|第二|两样或不一致|不专一,二与两的分工是现代数量表达的重要问题，后续应单列。
110,三,U+4E09,三,,san1,一,3,no,谈韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,数字三|第三|多次或多数虚指,三：现代主要用于表示数字三；第三；多次或多数虚指。常见用法如：三个、三月、第三、再三、三思。,数字三。,数字三|第三|多次或多数虚指,三常作虚数表示多，后续应记录数字的虚指功能。
111,十,U+5341,十,,shi2,十,2,yes,缉韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,数字十|十分或很|完整或全,十：现代主要用于表示数字十；十分或很；完整或全。常见用法如：十个、十分、十足、十全十美、十月。,数字十。,数字十|十分或很|完整或全,十的完整义由十进制完备感引申，适合作数量系统核心字。
112,百,U+767E,百,,bai3,白,6,yes,陌韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,数字一百|许多|百分比|各种,百：现代主要用于表示数字一百；许多；百分比；各种。常见用法如：一百、百姓、百分、百货、百年。,一百，十个十。,数字一百|许多|百分比|各种,百的构形与白关系需谨慎，第一版先保留传统说法。
113,千,U+5343,千,,qian1,十,3,no,先韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,数字一千|很多|极多或反复,千：现代主要用于表示数字一千；很多；极多或反复。常见用法如：一千、千万、千古、千里、千方百计。,一千，十个百。,数字一千|很多|极多或反复,千的数量义稳定，但构形细节需后续校验。
114,万,U+4E07,万|萬,U+842C,wan4|mo4,一,3,no,愿韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,数字一万|极多|完全或绝对|姓氏,万：现代主要用于表示数字一万；极多；完全或绝对；姓氏。常见用法如：一万、万物、万一、千万、万能。,“萬”本义常说为虫类，后借为数目一万。,数字一万|极多|完全或绝对|姓氏,万/萬是简化、假借、本义分离的重要样板。
115,大,U+5927,大,,da4|dai4,大,3,no,泰韵、箇韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,大|程度深|年长|重要|排行第一,大：现代主要用于表示大；程度深；年长；重要；排行第一。常见用法如：大小、大人、大学、大约、大哥。,人形张大，引申为大。,大|程度深|年长|重要|排行第一,大与人、天的构形关系在前批已有呼应。
116,小,U+5C0F,小,,xiao3,小,3,no,小韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,小|年幼|少或轻微|地位低|谦称或亲昵称呼,小：现代主要用于表示小；年幼；少或轻微；地位低；谦称或亲昵称呼。常见用法如：大小、小孩、小心、小说、小事。,微小。,小|年幼|少或轻微|地位低|谦称或亲昵称呼,小的物理小、年龄小、地位小应分义处理。
117,长,U+957F,長,U+9577,chang2|zhang3,长,4,no,阳韵、养韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,长度大|时间久|擅长|生长|年长或首领,长：现代主要用于表示长度大；时间久；擅长；生长；年长或首领。常见用法如：长短、长久、成长、长官、擅长。,长，或长发年长形象。,长度大|时间久|擅长|生长|年长或首领,长 chang2/zhang3 音义分流很重要，后续应拆义项。
118,短,U+77ED,短,,duan3,矢,12,no,缓韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,长度小|时间少|缺点|亏欠或不足,短：现代主要用于表示长度小；时间少；缺点；亏欠或不足。常见用法如：长短、短处、短期、短缺、短见。,不长。,长度小|时间少|缺点|亏欠或不足,短的构形解释传统色彩较强，需结合字源专书复核。
119,高,U+9AD8,高,,gao1,高,10,no,豪韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,高度大|等级高|程度高|高明|敬辞,高：现代主要用于表示高度大；等级高；程度高；高明；敬辞。常见用法如：高山、高低、高兴、高级、高明。,高大的建筑或高处。,高度大|等级高|程度高|高明|敬辞,高的空间义和社会等级义扩展清晰。
120,低,U+4F4E,低,,di1,亻,7,no,齐韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,高度小|等级低|程度小|声音低|俯下,低：现代主要用于表示高度小；等级低；程度小；声音低；俯下。常见用法如：高低、低头、降低、低级、低声。,低下，位置在下。,高度小|等级低|程度小|声音低|俯下,低相对高属于后起形声字，字源链不宜强行上推到甲骨。
121,阴,U+9634,陰,U+9670,yin1,阝,6,no,侵韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,阴暗|云雨天气|阴性|隐秘|阴阳之阴,阴：现代主要用于表示阴暗；云雨天气；阴性；隐秘；阴阳之阴。常见用法如：阴天、阴阳、阴影、阴性、阴谋。,山北或水南背日处，阴暗。,阴暗|云雨天气|阴性|隐秘|阴阳之阴,阴/陽必须成对整理，涉及自然方位、性别、哲学多层义。
